13.833333333333334;12.166666666666666;22.166666666666668;12.833333333333334;95.0;11.166666666666666;
11.5;6.333333333333333;7.5;9.333333333333334;9.333333333333334;9.833333333333334;
5;15;5;11;9;9;
40;28;28;40;40;28;
1206.5;25759.666666666668;39.666666666666664;229.16666666666666;13.833333333333334;121900.83333333333;
89.33333333333333;164.66666666666666;45.666666666666664;69.0;15.166666666666666;262.5;
9;14;28;29;43;0;
171;231;75;119;39;416;
555.6666666666666;3338.0;20575.0;15.833333333333334;73.16666666666667;5.333333333333333;
9.666666666666666;12.5;5.833333333333333;7.833333333333333;4.333333333333333;11.0;
10;16;22;28;34;40;
43;59;27;35;19;51;
105291.0;116349.33333333333;113984.33333333333;103265.16666666667;753.1666666666666;1554.0;
4751.333333333333;15477.333333333334;582.6666666666666;2717.6666666666665;193.33333333333334;339.6666666666667;
22;0;0;0;19;0;
1827;3523;414;1192;209;330;